chrom1	pos1	chrom2	pos2	sv_type	read_support	features	orientation	pos1_flanking_coordinate	pos2_flanking_coordinate	homology_length	homology_sequence
8	36262940	8	36263142	foldback	5	Linear	--	36262941	36263143	None	None
8	36275281	8	36275281	foldback	4	Linear	++	36275280	36275280	None	None
8	36277018	8	36277018	foldback	4	None	++	36277017	36277017	None	None
8	36285964	8	36285964	foldback	6	None	--	36285965	36285965	None	None
8	36288745	8	36288745	foldback	4	None	--	36288746	36288746	None	None
8	36295391	8	36295391	foldback	5	None	--	36295392	36295392	None	None
8	36300733	8	36300978	foldback	3	None	++	36300732	36300977	None	None
8	36321469	8	36321685	foldback	5	Linear	--	36321470	36321686	None	None
8	36329966	8	36329966	foldback	4	Linear	++	36329965	36329965	None	None
8	36331533	8	36331742	foldback	5	None	--	36331534	36331743	None	None
8	36332838	8	36332925	foldback	5	None	--	36332839	36332926	None	None
8	36333396	8	36333396	foldback	4	None	++	36333395	36333395	None	None
8	36341168	8	36341432	foldback	4	None	++	36341167	36341431	None	None
8	36348366	8	36348366	foldback	4	None	--	36348367	36348367	None	None
8	36351833	8	36351833	foldback	5	Linear	--	36351834	36351834	None	None
8	36356898	8	36356898	foldback	4	Linear	++	36356897	36356897	None	None
8	36364655	8	36364788	foldback	5	Linear	++	36364654	36364787	None	None
8	36369804	8	36369804	foldback	4	None	--	36369805	36369805	None	None
8	36373713	8	36373809	foldback	7	None	--	36373714	36373810	None	None
8	36378439	8	36378439	foldback	5	None	--	36378440	36378440	None	None
8	36386634	8	36386743	foldback	4	None	++	36386633	36386742	None	None
8	36389238	8	36389238	foldback	4	None	++	36389237	36389237	None	None
8	36390733	8	36390956	foldback	5	None	--	36390734	36390957	None	None
8	36393227	8	36393363	foldback	5	None	++	36393226	36393362	None	None
8	36401027	8	36401027	foldback	3	None	--	36401028	36401028	None	None
8	36410563	8	36410714	foldback	6	None	--	36410564	36410715	None	None
8	36411013	8	36411013	foldback	4	None	++	36411012	36411012	None	None
8	36414137	8	36414411	foldback	5	None	++	36414136	36414410	None	None
8	36414441	8	36414531	foldback	5	None	--	36414442	36414532	None	None
8	36417583	8	36417853	foldback	5	None	--	36417584	36417854	None	None
8	36418937	8	36418937	foldback	5	None	--	36418938	36418938	None	None
8	36424905	8	36424905	foldback	4	None	++	36424904	36424904	None	None
8	36429016	8	36429016	foldback	6	Linear	--	36429017	36429017	None	None
8	36431199	8	36431324	foldback	7	Linear	++	36431198	36431323	None	None
8	36440972	8	36440972	foldback	4	Linear	++	36440971	36440971	None	None
8	36452208	8	36452208	foldback	4	None	++	36452207	36452207	None	None
8	36468415	8	36468415	foldback	4	None	++	36468414	36468414	None	None
8	36471035	8	36471245	foldback	4	None	--	36471036	36471246	None	None
8	36483312	8	36483312	foldback	6	Linear	--	36483313	36483313	None	None
8	36488320	8	36488320	foldback	4	Linear	++	36488319	36488319	None	None
8	36491944	8	36492122	foldback	7	Linear	--	36491945	36492123	None	None
8	36497120	8	36497159	foldback	3	Linear	++	36497119	36497158	None	None
8	36505954	8	36505954	foldback	4	Linear	++	36505953	36505953	None	None
8	36509232	8	36509232	foldback	4	Linear	++	36509231	36509231	None	None
8	36522010	8	36522010	foldback	5	Linear	--	36522011	36522011	None	None
8	36525171	8	36525171	foldback	4	Linear	++	36525170	36525170	None	None
8	36527168	8	36527238	foldback	5	Linear	--	36527169	36527239	None	None
8	36535158	8	36535228	foldback	4	Linear	--	36535159	36535229	None	None
8	36540017	8	36540053	foldback	5	Linear	--	36540018	36540054	None	None
8	36541537	8	36541537	foldback	4	Linear	++	36541536	36541536	None	None
8	36544337	8	36544337	foldback	5	Linear	--	36544338	36544338	None	None
8	36546200	8	36546200	foldback	4	Linear	--	36546201	36546201	None	None
8	36550446	8	36550446	foldback	6	Linear	++	36550445	36550445	None	None
8	36554799	8	36554949	foldback	5	None	--	36554800	36554950	None	None
8	36558137	8	36558392	foldback	5	None	--	36558138	36558393	None	None
8	36560310	8	36560402	foldback	5	None	++	36560309	36560401	None	None
8	36560807	8	36560807	foldback	4	Linear	--	36560808	36560808	None	None
8	36573691	8	36573691	foldback	4	Linear	++	36573690	36573690	None	None
8	36575307	8	36575409	foldback	5	None	--	36575308	36575410	None	None
8	36575527	8	36575641	foldback	4	None	++	36575526	36575640	None	None
8	36580548	8	36580548	foldback	6	Linear	--	36580549	36580549	None	None
8	36582570	8	36582741	foldback	4	Linear	++	36582569	36582740	None	None
8	36590560	8	36590560	foldback	11	Linear	--	36590561	36590561	None	None
8	36590825	8	36590899	foldback	4	Linear	++	36590824	36590898	None	None
8	36600420	8	36600445	foldback	7	Linear	++	36600419	36600444	None	None
8	36603017	8	36603221	foldback	5	None	++	36603016	36603220	None	None
8	36607448	8	36607448	foldback	4	Linear	--	36607449	36607449	None	None
8	36611197	8	36611197	foldback	4	Linear	++	36611196	36611196	None	None
8	36613700	8	36613700	foldback	6	Linear	--	36613701	36613701	None	None
8	36615956	8	36616214	foldback	5	Linear	++	36615955	36616213	None	None
8	36623277	8	36623358	foldback	5	Linear	++	36623276	36623357	None	None
8	36633519	8	36633620	foldback	9	Linear	--	36633520	36633621	None	None
8	36643089	8	36643189	foldback	4	Linear	++	36643088	36643188	None	None
8	36648233	8	36648403	foldback	5	Linear	--	36648234	36648404	None	None
8	36658763	8	36658763	foldback	4	Linear	++	36658762	36658762	None	None
8	36673451	8	36673649	foldback	5	None	++	36673450	36673648	None	None
8	36673989	8	36674072	foldback	7	None	--	36673990	36674073	None	None
8	36676119	8	36676119	foldback	5	None	--	36676120	36676120	None	None
8	36677212	8	36677212	foldback	4	None	++	36677211	36677211	None	None
8	36695631	8	36695837	foldback	4	None	++	36695630	36695836	None	None
8	36696715	8	36696715	foldback	4	None	++	36696714	36696714	None	None
8	36697831	8	36697932	foldback	5	Linear	--	36697832	36697933	None	None
8	36699589	8	36699589	foldback	4	Linear	++	36699588	36699588	None	None
8	36727882	8	36728012	foldback	5	Linear	++	36727881	36728011	None	None
8	36728359	8	36728359	foldback	7	Linear	--	36728360	36728360	None	None
8	36731177	8	36731177	foldback	4	Linear	++	36731176	36731176	None	None
8	36733223	8	36733223	foldback	4	Linear	--	36733224	36733224	None	None
8	36734080	8	36734392	foldback	6	Linear	--	36734081	36734393	None	None
8	36737176	8	36737263	foldback	9	Linear	--	36737177	36737264	None	None
8	36737138	8	36737302	foldback	3	Linear	++	36737137	36737301	None	None
8	36739514	8	36739514	foldback	4	Linear	--	36739515	36739515	None	None
8	36741349	8	36741424	foldback	5	Linear	--	36741350	36741425	None	None
8	36743685	8	36743758	foldback	8	Linear	++	36743684	36743757	None	None
8	36752832	8	36752832	foldback	4	None	--	36752833	36752833	None	None
8	36755870	8	36755917	foldback	5	Linear	--	36755871	36755918	None	None
8	36757647	8	36757667	foldback	3	Linear	++	36757646	36757666	None	None
8	36758798	8	36758798	foldback	2	Linear	++	36758797	36758797	None	None
8	36759866	8	36759866	foldback	2	Linear	++	36759865	36759865	None	None
8	36762473	8	36762473	foldback	2	Linear	++	36762472	36762472	None	None
8	36763618	8	36763742	foldback	9	None	++	36763617	36763741	None	None
8	36764758	8	36764758	foldback	3	None	--	36764759	36764759	None	None
8	36767971	8	36767971	foldback	4	None	++	36767970	36767970	None	None
8	36768296	8	36768296	foldback	4	Linear	--	36768297	36768297	None	None
8	36768434	8	36768434	foldback	4	Linear	++	36768433	36768433	None	None
8	36769266	8	36769266	foldback	2	Linear	++	36769265	36769265	None	None
8	36771599	8	36771599	foldback	6	Linear	--	36771600	36771600	None	None
8	36774291	8	36774319	foldback	5	Linear	++	36774290	36774318	None	None
8	36775453	8	36775777	foldback	3	Linear	++	36775452	36775776	None	None
8	36777717	8	36777717	foldback	4	Linear	++	36777716	36777716	None	None
8	36797524	8	36797524	foldback	5	None	--	36797525	36797525	None	None
8	36806306	8	36806306	foldback	4	None	++	36806305	36806305	None	None
8	36809196	8	36809196	foldback	4	None	++	36809195	36809195	None	None
8	36825527	8	36825527	foldback	4	None	++	36825526	36825526	None	None
8	36829624	8	36829624	foldback	5	Linear	--	36829625	36829625	None	None
8	36833962	8	36833962	foldback	4	Linear	++	36833961	36833961	None	None
8	36836759	8	36836808	foldback	4	Linear	++	36836758	36836807	None	None
8	36854850	8	36854962	foldback	7	None	++	36854849	36854961	None	None
8	36895097	8	36895097	foldback	7	None	--	36895098	36895098	None	None
8	36897073	8	36897073	foldback	4	None	++	36897072	36897072	None	None
8	36909285	8	36909440	foldback	5	None	++	36909284	36909439	None	None
8	36912087	8	36912281	foldback	7	None	++	36912086	36912280	None	None
8	36913795	8	36913795	foldback	4	None	++	36913794	36913794	None	None
8	36938273	8	36938273	foldback	4	None	--	36938274	36938274	None	None
8	36951692	8	36951944	foldback	5	None	--	36951693	36951945	None	None
8	36955459	8	36955604	foldback	9	None	++	36955458	36955603	None	None
8	36965811	8	36965951	foldback	4	None	--	36965812	36965952	None	None
8	37001021	8	37001169	foldback	5	None	++	37001020	37001168	None	None
8	37071377	8	37071479	foldback	3	None	++	37071376	37071478	None	None
8	37075254	8	37075254	foldback	2	None	++	37075253	37075253	None	None
8	37076503	8	37076503	foldback	3	Linear	--	37076504	37076504	None	None
8	37080908	8	37080908	foldback	2	Linear	++	37080907	37080907	None	None
8	37084905	8	37085019	foldback	3	Linear	++	37084904	37085018	None	None
8	37190582	8	37190739	foldback	6	None	++	37190581	37190738	None	None
8	37226720	8	37226977	foldback	7	None	--	37226721	37226978	None	None
8	37250683	8	37250683	foldback	6	None	--	37250684	37250684	None	None
8	37312650	8	37312767	foldback	7	None	--	37312651	37312768	None	None
8	37358910	8	37358910	foldback	6	None	++	37358909	37358909	None	None
8	37359747	8	37359747	foldback	2	None	++	37359746	37359746	None	None
8	37361754	8	37361754	foldback	4	None	++	37361753	37361753	None	None
8	37364243	8	37364243	foldback	5	None	--	37364244	37364244	None	None
8	37366644	8	37366644	foldback	2	None	++	37366643	37366643	None	None
8	37378784	8	37378784	foldback	4	Linear	++	37378783	37378783	None	None
8	37517847	8	37518093	foldback	7	Linear	++	37517846	37518092	None	None
8	37744159	8	37744159	foldback	2	Linear	++	37744158	37744158	None	None
8	37753977	8	37755604	foldback	20	Linear	++	37753976	37755603	None	None
